country_number,country_name,vs Qatar,vs Ecuador,vs Senegal,vs Netherlands,vs England,vs Iran,vs USA,vs Wales,vs Argentina,vs Saudi Arabia,vs Mexico,vs Poland,vs France,vs Australia,vs Denmark,vs Tunisia,vs Spain,vs Costa Rica,vs Germany,vs Japan,vs Belgium,vs Canada,vs Morocco,vs Croatia,vs Brazil,vs Serbia,vs Switzerland,vs Cameroon,vs Portugal,vs Ghana,vs Uruguay,vs Korea Republic,1_in_group,2_in_group,go_to_r16,go_to_r8_in_left,go_to_r8_in_right,go_to_r8,fail_in_r16_left,fail_in_r16_right,fail_in_r16,go_to_r4_in_left,go_to_r4_in_right,go_to_r4,fail_in_r8_left,fail_in_r8_right,fail_in_r8,go_to_final_in_left,go_to_final_in_right,go_to_final,go_to_rank_in_left,go_to_rank_in_right,go_to_rank,3_in_rank,4_in_rank,1_in_final,2_in_final
11,Mexico,0.7557626664638519,0.6897568702697754,0.5559665113687515,0.4617592841386795,0.4571845233440399,0.6520528197288513,0.5302397757768631,0.557302325963974,0.4359789937734604,0.7705963253974915,0.5,0.5727879106998444,0.4504327327013016,0.6524285078048706,0.4597058743238449,0.5853966623544693,0.45347176492214203,0.6150617301464081,0.48593078553676605,0.6202808320522308,0.41517527401447296,0.6841260194778442,0.582106739282608,0.539405956864357,0.4255265146493912,0.5865039378404617,0.5114349275827408,0.6595420986413956,0.44989924132823944,0.7386128231883049,0.4930182844400406,0.6311891973018646,0.31064406450712273,0.25487740940483006,0.5655214739119527,0.03804348129606293,0.03562158532119383,0.07366506661725676,0.03980023377602309,0.02880652088100506,0.06860675465702815,0.0397438144648147,0.040172764928141876,0.07991657939295657,0.036371432583957246,0.031043249651966226,0.06741468223592348,0.020125853288996416,0.02092456515579994,0.04105041844479636,0.05905483478208208,0.05980006585807776,0.11885490064015984,0.032418911038871505,0.08397046473734995,0.010649907036282777,0.031245443841217913
12,Poland,0.6982713639736176,0.6306378394365311,0.47461073100566864,0.39990800619125366,0.40272223949432373,0.5902109146118164,0.47173090279102325,0.477181077003479,0.3780217915773392,0.7152815461158752,0.42721208930015564,0.5,0.3895137906074524,0.5884036719799042,0.399127721786499,0.5264129191637039,0.39313550293445587,0.5540492534637451,0.37282755970954895,0.49290844798088074,0.35360799729824066,0.6272002458572388,0.489330530166626,0.47607070207595825,0.36201179027557373,0.5137045979499817,0.4401814490556717,0.6097113788127899,0.3898249566555023,0.6869271099567413,0.43002913892269135,0.5441573411226273,0.219032704150067,0.25365014658485013,0.4726828507349171,0.023790089030625468,0.031144287377211775,0.05493437640783724,0.0318012306267207,0.03216237053983119,0.06396360116655189,0.02178521490147754,0.031071294563105867,0.05285650946458341,0.025812650545860818,0.031193537390427666,0.057006187936288484,0.016627168317705603,0.0243181099511435,0.040945278268849104,0.026775014610720228,0.03811769184683444,0.06489270645755467,0.02762308979662715,0.03781317999468295,0.01596850261731839,0.025852271625550177
13,France,0.7864559888839722,0.730303205549717,0.5916700959205627,0.5133068263530731,0.5172691196203232,0.6904410421848297,0.569159522652626,0.597334161400795,0.4757496565580368,0.7999189496040344,0.5495672672986984,0.6104862093925476,0.5,0.6887430250644684,0.5223180651664734,0.6271909177303314,0.5101018995046616,0.6529647409915924,0.5516615658998489,0.6521150320768356,0.4731558710336685,0.7250856459140778,0.6184384971857071,0.5748988389968872,0.45817209780216217,0.631437137722969,0.5634022802114487,0.698289580643177,0.5244170427322388,0.769231490790844,0.5509526133537292,0.6625956147909164,0.3744930123696771,0.23667795896531138,0.6111709713349884,0.052176943324909554,0.03597769082337061,0.08815463414828016,0.040200815004953934,0.0243962472147674,0.06459706221972134,0.05934587464705373,0.04366142043569371,0.10300729508274745,0.045046804364587203,0.028266533672271103,0.0733133380368583,0.04860806471041968,0.03672911233550106,0.08533717704592074,0.06962535732041644,0.05100575133439114,0.12063110865480758,0.054057622144934474,0.06413975743514207,0.03535405270753039,0.049843480985622565
14,Australia,0.6266058385372162,0.5488912463188171,0.3970332145690918,0.3182010054588318,0.3172663599252701,0.45351600646972656,0.36943383514881134,0.39958198368549347,0.29837215691804886,0.6456055641174316,0.3475714921951294,0.4115963280200958,0.3112569749355316,0.5,0.3260708302259445,0.4347289502620697,0.3120633065700531,0.45619840919971466,0.3006784915924072,0.4648924469947815,0.28695110231637955,0.5449521392583847,0.42301400005817413,0.3784939795732498,0.2839761823415756,0.43375450372695923,0.35553041100502014,0.5314644128084183,0.3223559707403183,0.6033802777528763,0.3461095243692398,0.4695356488227844,0.11886336434981937,0.26629085625910615,0.3851542206089255,0.0116364069706213,0.02646961650067704,0.038106023471298336,0.018827270348747194,0.038818805223142024,0.05764607557188922,0.008621045073917977,0.021634943845953995,0.03025598891987197,0.01466042026928007,0.031284110082859466,0.04594453035213954,0.0059055572325502105,0.015230317068499807,0.021135874301050017,0.011269952718789077,0.02824373462036364,0.03951368733915271,0.015544235112160618,0.024931660129399406,0.007553770807410673,0.014281554259561161
15,Denmark,0.7703466862440109,0.7094949260354042,0.5914351791143417,0.4887372702360153,0.47757817804813385,0.6701265871524811,0.5623124092817307,0.5924217402935028,0.4876023232936859,0.7845471203327179,0.5402941256761551,0.600872278213501,0.4776819348335266,0.6739291697740555,0.5,0.6204408258199692,0.48551827669143677,0.6465029716491699,0.503083661198616,0.6542750746011734,0.442878320813179,0.7060540169477463,0.6166518777608871,0.5723582059144974,0.4472820609807968,0.6165926903486252,0.5464662462472916,0.688203290104866,0.48212188482284546,0.7643947154283524,0.53868168592453,0.6648218184709549,0.3335287797643572,0.2426004740979653,0.5761292538623225,0.04599796718039426,0.03682333042910593,0.08282129760950019,0.03638443895271199,0.02505107994722277,0.06143551889993476,0.050573378659420846,0.0434738693593233,0.09404724801874415,0.04145675413600611,0.030144719288023814,0.07160147342402992,0.04460972407090219,0.03950021235739407,0.08410993642829626,0.056146455834206715,0.0478577792833177,0.10400423511752441,0.050118995908975394,0.05256731266731704,0.037366247001876275,0.046600974754531704
16,Tunisia,0.6793620586395264,0.6134718209505081,0.47378166019916534,0.38039006292819977,0.37689821422100067,0.5902109146118164,0.42677558958530426,0.47577542066574097,0.35891856253147125,0.696975439786911,0.4146033376455307,0.4735870808362961,0.3728090822696686,0.5652710497379303,0.3795591741800308,0.5,0.37375228106975555,0.5329335629940033,0.35731232166290283,0.46135737001895905,0.3349403887987137,0.610052227973938,0.4720718711614609,0.45223040878772736,0.343212366104126,0.4801398366689682,0.42012614011764526,0.5922254920005798,0.37039680778980255,0.6681622862815857,0.410120353102684,0.49305036664009094,0.17311484351614637,0.2544307106776171,0.42754555419376344,0.019304152603361796,0.02972101554135033,0.049025168144712125,0.024516647964299504,0.03349425258997988,0.05801090055427938,0.01695687450944281,0.02868818056873413,0.04564505507817694,0.021665782892421655,0.030731192742231357,0.05239697563465301,0.009779027692417855,0.016979929396682972,0.026758957089100827,0.02400376364939638,0.040667155513030614,0.064670919162427,0.02118780250392135,0.044110087866636456,0.007988350594713752,0.0195474142222147
17,Spain,0.7815445214509964,0.7173757702112198,0.5915915668010712,0.5156690776348114,0.49654296040534973,0.6842080354690552,0.5661984533071518,0.5931747704744339,0.4738813787698746,0.79523666203022,0.546528235077858,0.6068644970655441,0.48989810049533844,0.6879366934299469,0.5144817233085632,0.6262477189302444,0.5,0.6520929485559464,0.5457539558410645,0.6543813496828079,0.44885769486427307,0.7120108604431152,0.6174587905406952,0.5752967000007629,0.46005891263484955,0.6197245121002197,0.5563567280769348,0.692021369934082,0.5174701064825058,0.7686669304966927,0.5467136800289154,0.6647888869047165,0.378194628373091,0.2315933721717116,0.6097880005448026,0.05114597132118432,0.03495079036608618,0.0860967616872705,0.04250392974386471,0.02407827388878135,0.06658220363264605,0.05604776878520684,0.040785834002800586,0.09683360278800743,0.04684788494709117,0.028612795984672337,0.0754606809317635,0.05850797001723407,0.04276125056321707,0.10126922058045114,0.054023792555256425,0.03842912902396199,0.09245292157921842,0.048524157477965874,0.043407956028667975,0.0485505396284229,0.05175434506364283
18,Costa Rica,0.6572094857692719,0.5875663459300995,0.42522387206554413,0.3543556183576584,0.3533329367637634,0.5902109146118164,0.39746706187725067,0.42823030054569244,0.3334929943084717,0.6754586696624756,0.3849382698535919,0.4459507465362549,0.3470352590084076,0.5438015908002853,0.3534970283508301,0.4670664370059967,0.34790705144405365,0.5,0.33407214283943176,0.45622313022613525,0.3102460354566574,0.5840697884559631,0.47830790281295776,0.4075111001729965,0.3182637393474579,0.48815296590328217,0.3932483494281769,0.5658874958753586,0.34524403512477875,0.6420538276433945,0.38345518708229065,0.4687269628047943,0.1302877872093878,0.25647216680513235,0.3867599540145201,0.013380744339635467,0.028307313043483724,0.04168805738311919,0.019865616990206954,0.03510389676654157,0.05496951375674852,0.01043921876655113,0.02438624490296344,0.03482546366951457,0.016480212044635123,0.0318210317642474,0.048301243808882524,0.011428772926578654,0.026792267621544963,0.038221040548123614,0.009530914017995643,0.021752246148641984,0.031283160166637625,0.017783284428905293,0.014354705558253326,0.020093540154154616,0.019093197308091097
19,Germany,0.7775249183177948,0.7419198453426361,0.5908243358135223,0.4757802188396454,0.44612540304660797,0.6791325807571411,0.5325959175825119,0.6087752729654312,0.45783108472824097,0.7914017140865326,0.514069214463234,0.627172440290451,0.44833843410015106,0.6993215084075928,0.49691633880138397,0.6426876783370972,0.45424604415893555,0.6659278571605682,0.5,0.6661350131034851,0.47016777098178864,0.7391378059983253,0.64869225025177,0.5441828072071075,0.4599318504333496,0.6566028892993927,0.5769424140453339,0.7244676351547241,0.48733600974082947,0.7684610411524773,0.5258234590291977,0.6960222125053406,0.34094684702594374,0.249025426975008,0.5899722740009518,0.04699863685883541,0.03828546547890674,0.08528410233774214,0.03722124453238502,0.025319343501047063,0.06254058803343208,0.051420269221375145,0.0452374864088102,0.09665775563018535,0.04313176174403787,0.03078250698301149,0.07391426872704936,0.05803073369700241,0.05124381624273376,0.10927454993973618,0.04521001348793431,0.03880825166027772,0.08401826514821203,0.048316667591329084,0.03550349459576149,0.05769303792514127,0.049969806440363466
20,Japan,0.6848554015159607,0.5964659303426743,0.4300505667924881,0.35000303387641907,0.35376639664173126,0.531493753194809,0.4032081812620163,0.4314202070236206,0.33332090079784393,0.7127062976360321,0.37971916794776917,0.5070915520191193,0.34788496792316437,0.5351075530052185,0.3457249253988266,0.538642629981041,0.3456186503171921,0.5437768697738647,0.3338649868965149,0.5,0.3072800785303116,0.5906168967485428,0.46087296307086945,0.4125945568084717,0.31834813952445984,0.4935850650072098,0.38952161371707916,0.5652877986431122,0.3368134945631027,0.6505274027585983,0.3762422651052475,0.522814929485321,0.1505707373915775,0.262909034048148,0.41347977143972553,0.015391799444770015,0.028813010544967037,0.044204809989737054,0.02304701264046673,0.036151100453600434,0.05919811309406717,0.012019079234619439,0.025069982465695594,0.037089061700315035,0.01894619965392625,0.03214141208907762,0.05108761174300387,0.014226424336660165,0.02973911608688299,0.043965540423543156,0.009905279745146735,0.020166480853809288,0.030071760598956023,0.018599045517211404,0.012293476576560426,0.025358242711899355,0.019570474767158435
21,Belgium,0.801588699221611,0.7451435476541519,0.6325608044862747,0.5552581250667572,0.5421030074357986,0.7098677754402161,0.6077853888273239,0.6334573775529861,0.5162134319543839,0.8143231272697449,0.584824725985527,0.6463920027017593,0.5268441289663315,0.7130488976836205,0.557121679186821,0.6650596112012863,0.5511423051357269,0.6897539645433426,0.5298322290182114,0.6927199214696884,0.5,0.7419734075665474,0.6567284166812897,0.6167079359292984,0.4944085031747818,0.6565877497196198,0.5910203158855438,0.725364439189434,0.5478298515081406,0.7980343922972679,0.581202045083046,0.7025601714849472,0.44352390824643684,0.20298396526494616,0.646507873511383,0.06213037556635145,0.03303316686979852,0.09516354243614997,0.04719762343104693,0.01915602140718758,0.06635364483823451,0.07230945596616374,0.040780690884883807,0.11309014685104754,0.05268466273747327,0.02481028719886326,0.07749494993633653,0.08628572588447425,0.04892999124729851,0.13521571713177277,0.05889597727509896,0.032250150184743226,0.09114612745984219,0.055975489808551084,0.03496398624480845,0.0755414946578783,0.05654979603324548
22,Canada,0.5902109146118164,0.5032004714012146,0.3526546061038971,0.2953680604696274,0.2792593538761139,0.44934529066085815,0.32620754837989807,0.35510076582431793,0.2732975482940674,0.6151788234710693,0.31587398052215576,0.37279975414276123,0.27491435408592224,0.4550478607416153,0.2939459830522537,0.389947772026062,0.28798913955688477,0.41593021154403687,0.26086219400167465,0.4093831032514572,0.2580265924334526,0.5,0.38171903789043427,0.3348561078310013,0.2654172107577324,0.3852066695690155,0.32792508602142334,0.4747358560562134,0.2862844690680504,0.5873806327581406,0.3200208246707916,0.4309649020433426,0.09753018832249033,0.26646977229877317,0.3639999606212635,0.007640821611348974,0.023322586197377586,0.03096340780872656,0.017798059005307197,0.0414134419880112,0.0592115009933184,0.004993485863136617,0.017021659220644986,0.022015145083781603,0.010378347234223713,0.02928789523890979,0.0396662424731335,0.004912273195927651,0.016871165153901947,0.021783438349829598,0.005113563295673977,0.017013025450926117,0.022126588746600093,0.011274232273940716,0.01158116212807484,0.010172870549772159,0.012351919726858908
23,Morocco,0.6997973918914795,0.6226731538772583,0.4623852074146271,0.387868270277977,0.3866393566131592,0.5902109146118164,0.4351276308298111,0.465094193816185,0.3688250780105591,0.7167562246322632,0.41789326071739197,0.510669469833374,0.3815615028142929,0.5769859999418259,0.38334812223911285,0.5279281288385391,0.3825412094593048,0.5216920971870422,0.35130774974823,0.5391270369291306,0.3432715833187103,0.6182809621095657,0.5,0.4431244730949402,0.35395438969135284,0.5082464665174484,0.4215162545442581,0.5956159085035324,0.3740652948617935,0.6720400452613831,0.414847269654274,0.5538876801729202,0.19749619824757988,0.26432567242489036,0.46182187067247027,0.020197752541444833,0.030503528801274875,0.05070128134271971,0.03021842841596907,0.03509987768782607,0.06531830610379513,0.017126943902871485,0.028408488476491644,0.045535432379363125,0.023506969150107287,0.03215961560409574,0.055666584754203025,0.018970335425664654,0.031616030062878116,0.05058636548854277,0.015416852978862739,0.024935368708224156,0.040352221687086895,0.023085325964031487,0.018125911300419836,0.026710751676097565,0.024748409772179143
24,Croatia,0.738041490316391,0.6692997515201569,0.527177020907402,0.42943528294563293,0.4313204884529114,0.6304859817028046,0.48283712565898895,0.529694452881813,0.4114207625389099,0.753600686788559,0.460594043135643,0.5239292979240417,0.4251011610031128,0.6215060204267502,0.4276417940855026,0.5477695912122726,0.42470329999923706,0.5924888998270035,0.45581719279289246,0.5874054431915283,0.3832920640707016,0.6651438921689987,0.5568755269050598,0.5,0.39535728096961975,0.5601961761713028,0.5001550614833832,0.6435752958059311,0.4178958237171173,0.7115148231387138,0.45828329026699066,0.5986161977052689,0.261449705183493,0.2662205900113902,0.5276702951948832,0.030683664890825146,0.03577852203847241,0.06646218692929756,0.035142468581120495,0.031247810881400398,0.0663902794625209,0.02904439643763461,0.0368561577863641,0.06590055422399871,0.03268511375228169,0.034186024277017904,0.06687113802929959,0.032717789251683754,0.04169763764860771,0.07441542690029146,0.025597058864872263,0.0316701262812507,0.057267185146122966,0.033305202092238397,0.024629093839434235,0.0399634986616903,0.034731486278199754
25,Brazil,0.8014804124832153,0.7391929253935814,0.6205939501523972,0.5495541840791702,0.5477849990129471,0.709727555513382,0.5956732034683228,0.6223772466182709,0.526635468006134,0.8142200261354446,0.5744734853506088,0.6379882097244263,0.5418279021978378,0.7160238176584244,0.5527179390192032,0.656787633895874,0.5399410873651505,0.6817362606525421,0.5400681495666504,0.6816518604755402,0.5055914968252182,0.7345827892422676,0.6460456103086472,0.6046427190303802,0.5,0.6481865644454956,0.5885205864906311,0.7177470698952675,0.5374185889959335,0.7918369695544243,0.5790540874004364,0.6915884613990784,0.41839131114880496,0.21078978334419524,0.6291810944930002,0.06198127022717889,0.03500554903458393,0.09698681926176282,0.040368913180375395,0.019322866240125205,0.0596917794205006,0.07003533585282555,0.04303351566002869,0.11306885151285424,0.05272560374889214,0.027819148805437257,0.0805447525543294,0.08310235082033869,0.05120671851147727,0.13430906933181597,0.05751341242401274,0.03445801182525268,0.09197142424926542,0.05581478188785704,0.03581236692207037,0.07495275972784685,0.05612415514288526
26,Serbia,0.6928210258483887,0.6192079782485962,0.4590097963809967,0.3861875832080841,0.3750355839729309,0.5902109146118164,0.430401474237442,0.4617059826850891,0.36520062386989594,0.7100106477737427,0.41349606215953827,0.4862954020500183,0.36856286227703094,0.5662454962730408,0.3834073096513748,0.5198601633310318,0.3802754878997803,0.5118470340967178,0.3433971107006073,0.5064149349927902,0.34341225028038025,0.6147933304309845,0.4917535334825516,0.4398038238286972,0.3518134355545044,0.5,0.42147497832775116,0.5886730700731277,0.3741350919008255,0.6648057699203491,0.4137689024209976,0.553068608045578,0.19067619170881017,0.26340512527240306,0.45408131698121323,0.021857448661525437,0.032184551479321595,0.054042000140847035,0.02627055388764643,0.03352710663424843,0.05979766052189486,0.017432808694698654,0.02882228625613225,0.046255094950830904,0.025858348862258997,0.03632056365840538,0.062178912520664376,0.018099694273829972,0.030063615964260333,0.048163310238090305,0.016901604288500238,0.027311509956789288,0.04421311424528952,0.0235280773397607,0.02154211644057953,0.023514601140343434,0.025535747827616945
